time,I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
2.178,-0.065,-0.055,0.011,0.06,-0.038,-0.021,-0.06,-0.04,-0.065,-0.08,-0.139,-0.095
2.18,-0.065,-0.05,0.015,0.057,-0.04,-0.017,-0.06,-0.04,-0.065,-0.08,-0.135,-0.095
2.182,-0.061,-0.046,0.015,0.053,-0.038,-0.015,-0.06,-0.04,-0.061,-0.076,-0.135,-0.095
2.184,-0.056,-0.042,0.014,0.049,-0.035,-0.014,-0.06,-0.041,-0.059,-0.071,-0.136,-0.095
2.186,-0.055,-0.038,0.017,0.046,-0.036,-0.01,-0.06,-0.035,-0.061,-0.07,-0.133,-0.095
2.188,-0.054,-0.034,0.02,0.044,-0.037,-0.006,-0.06,-0.022,-0.059,-0.069,-0.13,-0.095
2.19,-0.05,-0.03,0.02,0.04,-0.035,-0.005,-0.06,-0.015,-0.055,-0.06,-0.13,-0.095
2.192,-0.051,-0.029,0.022,0.04,-0.036,-0.004,-0.061,-0.006,-0.055,-0.056,-0.13,-0.095
2.194,-0.041,-0.035,0.006,0.038,-0.023,-0.014,-0.049,-0.003,-0.054,-0.051,-0.13,-0.096
2.196,-0.033,-0.047,-0.014,0.04,-0.01,-0.03,-0.034,0.023,-0.059,-0.051,-0.131,-0.092
2.198,-0.027,-0.065,-0.039,0.046,0.006,-0.052,-0.021,0.073,-0.048,-0.039,-0.137,-0.101
2.2,-0.01,-0.08,-0.07,0.045,0.03,-0.075,-0.005,0.115,-0.005,-0.005,-0.135,-0.125
2.202,-0.005,-0.069,-0.063,0.037,0.03,-0.066,0.008,0.138,0.029,0.024,-0.1,-0.107
2.204,-0.003,-0.059,-0.056,0.031,0.027,-0.057,0.015,0.174,0.086,0.083,-0.063,-0.086
2.206,0.005,-0.049,-0.054,0.022,0.03,-0.051,0.027,0.213,0.151,0.155,-0.022,-0.058
2.208,0.009,-0.039,-0.048,0.015,0.028,-0.044,0.027,0.26,0.219,0.24,0.053,-0.003
2.21,0.01,-0.03,-0.04,0.01,0.025,-0.035,0.005,0.3,0.3,0.36,0.18,0.09
2.212,0.058,0.021,-0.036,-0.039,0.047,-0.008,-0.011,0.24,0.368,0.5,0.356,0.234
2.214,0.131,0.101,-0.03,-0.116,0.081,0.036,-0.07,0.174,0.437,0.642,0.559,0.405
2.216,0.208,0.171,-0.037,-0.19,0.123,0.067,-0.147,0.107,0.498,0.806,0.789,0.602
2.218,0.293,0.222,-0.071,-0.258,0.182,0.076,-0.227,0.017,0.51,0.956,1.019,0.803
2.22,0.39,0.27,-0.12,-0.33,0.255,0.075,-0.325,-0.08,0.465,1.05,1.225,0.99
2.222,0.483,0.313,-0.17,-0.398,0.326,0.072,-0.424,-0.185,0.428,1.159,1.449,1.195
2.224,0.608,0.366,-0.242,-0.486,0.424,0.062,-0.538,-0.285,0.349,1.277,1.703,1.426
2.226,0.751,0.424,-0.327,-0.587,0.538,0.048,-0.712,-0.453,0.172,1.308,1.947,1.676
2.228,0.88,0.496,-0.384,-0.688,0.632,0.056,-0.911,-0.68,-0.062,1.267,2.154,1.926
2.23,1.0,0.6,-0.4,-0.8,0.7,0.1,-1.075,-0.875,-0.275,1.24,2.325,2.155
2.232,1.122,0.708,-0.415,-0.915,0.769,0.146,-1.243,-1.024,-0.481,1.154,2.431,2.336
2.234,1.183,0.782,-0.402,-0.982,0.792,0.19,-1.363,-1.136,-0.706,0.954,2.38,2.4
2.236,1.221,0.838,-0.383,-1.029,0.802,0.227,-1.442,-1.249,-0.909,0.725,2.233,2.38
2.238,1.21,0.849,-0.361,-1.029,0.785,0.243,-1.495,-1.342,-1.04,0.527,2.047,2.294
2.24,1.11,0.79,-0.32,-0.95,0.715,0.235,-1.505,-1.395,-1.115,0.305,1.76,2.09
2.242,1.034,0.743,-0.29,-0.888,0.662,0.226,-1.463,-1.491,-1.203,-0.01,1.321,1.762
2.244,0.87,0.672,-0.198,-0.77,0.534,0.236,-1.374,-1.565,-1.285,-0.344,0.83,1.383
2.246,0.653,0.546,-0.107,-0.599,0.379,0.22,-1.233,-1.547,-1.335,-0.676,0.297,0.951
2.248,0.469,0.437,-0.032,-0.453,0.25,0.203,-1.072,-1.454,-1.316,-0.906,-0.136,0.575
2.25,0.32,0.405,0.085,-0.363,0.117,0.245,-0.93,-1.33,-1.2,-0.92,-0.3,0.38
2.252,0.177,0.366,0.189,-0.272,-0.006,0.277,-0.776,-1.156,-1.024,-0.825,-0.333,0.252
2.254,0.103,0.327,0.223,-0.215,-0.06,0.275,-0.645,-0.976,-0.865,-0.704,-0.307,0.192
2.256,0.081,0.293,0.213,-0.187,-0.066,0.253,-0.54,-0.805,-0.724,-0.588,-0.264,0.153
2.258,0.067,0.263,0.196,-0.165,-0.064,0.229,-0.456,-0.658,-0.588,-0.486,-0.235,0.113
2.26,0.06,0.24,0.18,-0.15,-0.06,0.21,-0.39,-0.55,-0.475,-0.4,-0.22,0.1
2.262,0.055,0.218,0.164,-0.136,-0.055,0.191,-0.333,-0.448,-0.383,-0.33,-0.204,0.087
2.264,0.026,0.176,0.15,-0.101,-0.062,0.163,-0.281,-0.363,-0.321,-0.275,-0.188,0.049
2.266,0.001,0.126,0.124,-0.064,-0.062,0.125,-0.229,-0.286,-0.267,-0.225,-0.173,0.003
2.268,-0.007,0.078,0.085,-0.036,-0.046,0.081,-0.176,-0.204,-0.213,-0.18,-0.163,-0.033
2.27,-0.03,0.025,0.055,0.002,-0.043,0.04,-0.125,-0.125,-0.17,-0.14,-0.16,-0.06
2.272,-0.075,-0.025,0.05,0.05,-0.062,0.012,-0.085,-0.073,-0.124,-0.097,-0.16,-0.086
2.274,-0.102,-0.052,0.05,0.077,-0.075,-0.001,-0.045,-0.017,-0.1,-0.084,-0.16,-0.095
2.276,-0.104,-0.054,0.05,0.079,-0.077,-0.002,-0.024,0.015,-0.09,-0.084,-0.16,-0.096
2.278,-0.099,-0.049,0.05,0.074,-0.075,0.0,-0.026,0.022,-0.076,-0.079,-0.159,-0.101
2.28,-0.1,-0.05,0.05,0.075,-0.075,0.0,-0.025,0.035,-0.06,-0.075,-0.155,-0.105
2.282,-0.1,-0.05,0.05,0.075,-0.075,0.0,-0.021,0.047,-0.047,-0.075,-0.155,-0.109
2.284,-0.099,-0.049,0.05,0.074,-0.074,0.001,-0.02,0.061,-0.041,-0.073,-0.155,-0.114
2.286,-0.105,-0.054,0.05,0.08,-0.078,-0.002,-0.018,0.064,-0.038,-0.067,-0.155,-0.116
2.288,-0.109,-0.06,0.049,0.085,-0.079,-0.005,-0.014,0.059,-0.034,-0.065,-0.155,-0.124
2.29,-0.1,-0.055,0.045,0.077,-0.072,-0.005,-0.015,0.06,-0.03,-0.065,-0.155,-0.14
2.292,-0.099,-0.055,0.045,0.077,-0.072,-0.005,-0.016,0.06,-0.03,-0.061,-0.151,-0.137
2.294,-0.1,-0.055,0.045,0.077,-0.072,-0.005,-0.012,0.06,-0.028,-0.056,-0.15,-0.134
2.296,-0.1,-0.055,0.045,0.077,-0.072,-0.005,-0.01,0.06,-0.022,-0.055,-0.15,-0.135
2.298,-0.1,-0.055,0.045,0.077,-0.072,-0.005,-0.009,0.06,-0.02,-0.054,-0.15,-0.135
2.3,-0.1,-0.055,0.045,0.077,-0.072,-0.005,-0.005,0.06,-0.02,-0.05,-0.15,-0.135
2.302,-0.1,-0.055,0.045,0.077,-0.072,-0.005,-0.005,0.06,-0.016,-0.046,-0.146,-0.135
2.304,-0.101,-0.055,0.046,0.077,-0.073,-0.005,-0.002,0.06,-0.011,-0.042,-0.145,-0.135
2.306,-0.098,-0.055,0.043,0.076,-0.07,-0.006,0.001,0.06,-0.01,-0.038,-0.145,-0.135
2.308,-0.095,-0.055,0.04,0.075,-0.067,-0.007,0.0,0.06,-0.009,-0.034,-0.145,-0.135
2.31,-0.095,-0.055,0.04,0.075,-0.067,-0.007,0.0,0.06,-0.005,-0.03,-0.145,-0.135
2.312,-0.095,-0.055,0.04,0.075,-0.067,-0.007,0.004,0.068,-0.005,-0.03,-0.145,-0.135
2.314,-0.096,-0.056,0.04,0.076,-0.067,-0.007,0.005,0.074,-0.002,-0.027,-0.142,-0.135
2.316,-0.093,-0.053,0.04,0.073,-0.066,-0.006,0.007,0.077,0.0,-0.024,-0.139,-0.135
2.318,-0.09,-0.05,0.04,0.07,-0.065,-0.005,0.011,0.081,0.001,-0.025,-0.14,-0.135
2.32,-0.09,-0.05,0.04,0.07,-0.065,-0.005,0.01,0.085,0.005,-0.025,-0.14,-0.135
2.322,-0.09,-0.05,0.04,0.07,-0.065,-0.005,0.009,0.085,0.005,-0.021,-0.14,-0.135
2.324,-0.091,-0.05,0.041,0.07,-0.066,-0.005,0.013,0.085,0.008,-0.019,-0.14,-0.135
2.326,-0.088,-0.05,0.038,0.069,-0.063,-0.006,0.015,0.085,0.01,-0.021,-0.14,-0.135
2.328,-0.085,-0.05,0.035,0.067,-0.06,-0.007,0.016,0.085,0.011,-0.019,-0.14,-0.135
2.33,-0.085,-0.05,0.035,0.067,-0.06,-0.007,0.02,0.085,0.015,-0.015,-0.14,-0.135
2.332,-0.085,-0.05,0.035,0.067,-0.06,-0.007,0.02,0.089,0.015,-0.015,-0.14,-0.135
2.334,-0.085,-0.05,0.035,0.067,-0.06,-0.007,0.019,0.09,0.017,-0.016,-0.141,-0.135
2.336,-0.085,-0.05,0.035,0.067,-0.06,-0.007,0.022,0.09,0.022,-0.013,-0.138,-0.135
2.338,-0.085,-0.05,0.035,0.067,-0.06,-0.007,0.025,0.09,0.025,-0.01,-0.135,-0.135
2.34,-0.085,-0.05,0.035,0.067,-0.06,-0.007,0.025,0.09,0.025,-0.01,-0.135,-0.135
2.342,-0.085,-0.05,0.035,0.067,-0.06,-0.007,0.029,0.089,0.025,-0.01,-0.135,-0.135
2.344,-0.088,-0.053,0.035,0.07,-0.061,-0.009,0.031,0.1,0.025,-0.007,-0.135,-0.133
2.346,-0.091,-0.056,0.035,0.073,-0.062,-0.011,0.029,0.105,0.025,-0.004,-0.135,-0.141
2.348,-0.089,-0.054,0.035,0.071,-0.062,-0.009,0.031,0.099,0.025,-0.005,-0.135,-0.151
2.35,-0.085,-0.05,0.035,0.067,-0.06,-0.007,0.035,0.1,0.025,-0.005,-0.135,-0.145
2.352,-0.085,-0.05,0.035,0.067,-0.06,-0.007,0.035,0.112,0.025,-0.001,-0.135,-0.141
2.354,-0.082,-0.05,0.032,0.066,-0.057,-0.009,0.035,0.119,0.023,0.001,-0.135,-0.137
2.356,-0.079,-0.05,0.029,0.065,-0.054,-0.01,0.034,0.122,0.03,-0.001,-0.136,-0.133
2.358,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.029,0.126,0.042,0.001,-0.134,-0.129
2.36,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.03,0.13,0.045,0.01,-0.125,-0.125
2.362,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.046,0.134,0.052,0.018,-0.116,-0.125
2.364,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.055,0.137,0.068,0.026,-0.112,-0.122
2.366,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.055,0.144,0.079,0.034,-0.107,-0.119
2.368,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.055,0.151,0.08,0.042,-0.098,-0.12
2.37,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.055,0.155,0.08,0.05,-0.09,-0.12
2.372,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.055,0.159,0.08,0.054,-0.086,-0.116
2.374,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.055,0.164,0.08,0.058,-0.082,-0.115
2.376,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.055,0.164,0.082,0.06,-0.079,-0.115
2.378,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.055,0.167,0.086,0.06,-0.08,-0.115
2.38,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.055,0.18,0.09,0.06,-0.08,-0.115
2.382,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.055,0.185,0.094,0.06,-0.076,-0.111
2.384,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.055,0.184,0.099,0.063,-0.074,-0.11
2.386,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.055,0.187,0.1,0.065,-0.076,-0.11
2.388,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.055,0.19,0.101,0.065,-0.074,-0.11
2.39,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.055,0.19,0.105,0.065,-0.07,-0.11
2.392,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.059,0.202,0.109,0.064,-0.07,-0.106
2.394,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.06,0.207,0.113,0.074,-0.071,-0.104
2.396,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.06,0.217,0.117,0.084,-0.068,-0.106
2.398,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.06,0.233,0.121,0.085,-0.065,-0.104
2.4,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.06,0.235,0.125,0.085,-0.065,-0.1
2.402,-0.08,-0.05,0.03,0.065,-0.055,-0.01,0.06,0.235,0.125,0.093,-0.065,-0.1
2.404,-0.077,-0.047,0.03,0.062,-0.053,-0.008,0.06,0.238,0.13,0.102,-0.062,-0.1
2.406,-0.074,-0.044,0.03,0.059,-0.052,-0.007,0.06,0.24,0.14,0.108,-0.059,-0.1
2.408,-0.075,-0.045,0.03,0.06,-0.052,-0.007,0.06,0.241,0.146,0.11,-0.06,-0.099
2.41,-0.075,-0.045,0.03,0.06,-0.052,-0.007,0.06,0.245,0.145,0.11,-0.06,-0.095
2.412,-0.071,-0.041,0.03,0.056,-0.05,-0.005,0.06,0.248,0.144,0.109,-0.056,-0.095
2.414,-0.07,-0.04,0.03,0.055,-0.05,-0.005,0.06,0.261,0.15,0.119,-0.054,-0.095
2.416,-0.07,-0.04,0.03,0.055,-0.05,-0.005,0.06,0.277,0.161,0.128,-0.055,-0.095
2.418,-0.07,-0.04,0.03,0.055,-0.05,-0.005,0.06,0.287,0.172,0.131,-0.054,-0.094
2.42,-0.07,-0.04,0.03,0.055,-0.05,-0.005,0.06,0.29,0.175,0.135,-0.05,-0.09
2.422,-0.066,-0.036,0.03,0.051,-0.048,-0.003,0.06,0.294,0.178,0.134,-0.046,-0.09
2.424,-0.064,-0.034,0.03,0.049,-0.047,-0.002,0.06,0.298,0.188,0.147,-0.041,-0.091
2.426,-0.066,-0.036,0.03,0.051,-0.047,-0.002,0.06,0.302,0.201,0.159,-0.04,-0.088
2.428,-0.064,-0.034,0.03,0.049,-0.047,-0.002,0.06,0.306,0.212,0.161,-0.039,-0.085
2.43,-0.06,-0.03,0.03,0.045,-0.045,0.0,0.06,0.31,0.22,0.165,-0.035,-0.085
2.432,-0.06,-0.03,0.03,0.045,-0.045,0.0,0.06,0.309,0.225,0.169,-0.031,-0.085
2.434,-0.059,-0.03,0.029,0.045,-0.044,0.0,0.063,0.316,0.224,0.173,-0.03,-0.086
2.436,-0.062,-0.03,0.032,0.046,-0.047,0.001,0.065,0.322,0.23,0.178,-0.029,-0.083
2.438,-0.064,-0.029,0.035,0.046,-0.05,0.003,0.066,0.328,0.243,0.188,-0.024,-0.08
2.44,-0.06,-0.025,0.035,0.042,-0.047,0.005,0.07,0.34,0.255,0.2,-0.02,-0.08
2.442,-0.064,-0.025,0.039,0.044,-0.051,0.007,0.07,0.344,0.264,0.203,-0.02,-0.08
2.444,-0.068,-0.025,0.043,0.046,-0.055,0.009,0.073,0.348,0.267,0.214,-0.017,-0.08
2.446,-0.073,-0.026,0.048,0.049,-0.06,0.011,0.075,0.352,0.276,0.223,-0.013,-0.078
2.448,-0.073,-0.024,0.05,0.049,-0.061,0.013,0.076,0.357,0.286,0.226,-0.009,-0.075
2.45,-0.065,-0.015,0.05,0.04,-0.057,0.017,0.08,0.365,0.29,0.235,-0.005,-0.075
2.452,-0.069,-0.011,0.058,0.04,-0.063,0.024,0.08,0.369,0.302,0.244,-0.001,-0.075
2.454,-0.07,-0.007,0.063,0.038,-0.066,0.028,0.079,0.372,0.311,0.248,0.003,-0.072
2.456,-0.072,-0.003,0.069,0.037,-0.07,0.033,0.082,0.38,0.32,0.253,0.007,-0.07
2.458,-0.075,0.001,0.077,0.037,-0.076,0.038,0.085,0.393,0.333,0.262,0.011,-0.07
2.46,-0.075,0.005,0.08,0.035,-0.078,0.042,0.085,0.405,0.345,0.27,0.015,-0.07
2.462,-0.075,0.009,0.084,0.033,-0.079,0.046,0.085,0.413,0.353,0.277,0.019,-0.07
2.464,-0.075,0.016,0.091,0.029,-0.083,0.053,0.088,0.422,0.362,0.29,0.023,-0.067
2.466,-0.075,0.023,0.098,0.026,-0.087,0.06,0.092,0.427,0.366,0.298,0.027,-0.064
2.468,-0.075,0.026,0.101,0.025,-0.088,0.063,0.096,0.432,0.373,0.301,0.031,-0.065
2.47,-0.075,0.03,0.105,0.022,-0.09,0.067,0.1,0.44,0.39,0.305,0.035,-0.065
2.472,-0.075,0.034,0.109,0.02,-0.092,0.071,0.105,0.437,0.394,0.309,0.035,-0.065
2.474,-0.078,0.038,0.116,0.02,-0.097,0.077,0.102,0.432,0.398,0.313,0.038,-0.062
2.476,-0.082,0.042,0.124,0.02,-0.103,0.083,0.1,0.428,0.399,0.318,0.041,-0.058
2.478,-0.086,0.045,0.131,0.02,-0.109,0.088,0.099,0.425,0.394,0.32,0.04,-0.054
2.48,-0.09,0.045,0.135,0.022,-0.113,0.09,0.095,0.425,0.39,0.315,0.04,-0.05
2.482,-0.095,0.044,0.139,0.026,-0.118,0.091,0.095,0.421,0.386,0.311,0.044,-0.05
2.484,-0.089,0.054,0.143,0.017,-0.116,0.098,0.096,0.416,0.381,0.307,0.045,-0.048
2.486,-0.084,0.063,0.147,0.01,-0.115,0.105,0.093,0.415,0.38,0.305,0.045,-0.042
2.488,-0.085,0.066,0.151,0.01,-0.119,0.108,0.09,0.415,0.379,0.304,0.044,-0.04
2.49,-0.085,0.07,0.155,0.007,-0.12,0.112,0.09,0.41,0.375,0.3,0.04,-0.04
2.492,-0.081,0.074,0.155,0.003,-0.118,0.114,0.086,0.405,0.371,0.296,0.04,-0.036
2.494,-0.08,0.079,0.159,0.0,-0.12,0.119,0.084,0.406,0.367,0.295,0.041,-0.031
2.496,-0.079,0.078,0.157,0.0,-0.118,0.117,0.086,0.4,0.362,0.294,0.038,-0.03
2.498,-0.074,0.075,0.149,0.0,-0.112,0.111,0.084,0.388,0.36,0.289,0.035,-0.029
2.5,-0.07,0.075,0.145,-0.003,-0.108,0.11,0.075,0.38,0.36,0.285,0.035,-0.025
2.502,-0.066,0.071,0.137,-0.003,-0.101,0.103,0.067,0.368,0.344,0.286,0.035,-0.025
2.504,-0.063,0.069,0.132,-0.004,-0.097,0.1,0.059,0.36,0.33,0.274,0.035,-0.025
2.506,-0.056,0.071,0.126,-0.007,-0.091,0.098,0.051,0.348,0.319,0.258,0.033,-0.025
2.508,-0.049,0.069,0.119,-0.01,-0.084,0.094,0.043,0.332,0.307,0.247,0.03,-0.025
2.51,-0.05,0.065,0.115,-0.008,-0.083,0.09,0.035,0.32,0.295,0.235,0.03,-0.025
2.512,-0.046,0.065,0.111,-0.009,-0.079,0.087,0.032,0.304,0.279,0.223,0.03,-0.025
2.514,-0.041,0.066,0.107,-0.012,-0.075,0.086,0.021,0.291,0.266,0.211,0.027,-0.025
2.516,-0.04,0.063,0.103,-0.012,-0.072,0.083,0.01,0.276,0.251,0.201,0.025,-0.025
2.518,-0.039,0.06,0.099,-0.01,-0.069,0.079,0.003,0.255,0.23,0.193,0.025,-0.025
2.52,-0.035,0.06,0.095,-0.013,-0.065,0.077,-0.005,0.235,0.21,0.185,0.025,-0.025
2.522,-0.035,0.061,0.095,-0.014,-0.065,0.077,-0.013,0.219,0.194,0.177,0.025,-0.025
2.524,-0.036,0.057,0.092,-0.011,-0.064,0.074,-0.021,0.206,0.181,0.169,0.022,-0.026
2.526,-0.033,0.055,0.088,-0.011,-0.061,0.071,-0.029,0.194,0.169,0.161,0.02,-0.023
2.528,-0.03,0.054,0.084,-0.013,-0.057,0.069,-0.036,0.182,0.157,0.152,0.02,-0.02
2.53,-0.03,0.05,0.08,-0.01,-0.055,0.065,-0.04,0.17,0.145,0.14,0.02,-0.02
2.532,-0.026,0.05,0.076,-0.012,-0.051,0.062,-0.044,0.154,0.129,0.132,0.021,-0.02
2.534,-0.024,0.051,0.075,-0.014,-0.05,0.062,-0.05,0.138,0.116,0.121,0.014,-0.02
2.536,-0.026,0.048,0.074,-0.011,-0.05,0.06,-0.063,0.122,0.104,0.111,0.008,-0.02
2.538,-0.024,0.045,0.069,-0.01,-0.047,0.056,-0.077,0.106,0.092,0.102,0.003,-0.02
2.54,-0.02,0.045,0.065,-0.013,-0.043,0.055,-0.08,0.09,0.08,0.09,-0.005,-0.02
2.542,-0.02,0.045,0.065,-0.013,-0.043,0.055,-0.08,0.081,0.068,0.082,-0.009,-0.02
2.544,-0.02,0.042,0.062,-0.011,-0.041,0.052,-0.083,0.077,0.059,0.071,-0.016,-0.02
2.546,-0.021,0.039,0.06,-0.009,-0.04,0.05,-0.086,0.071,0.051,0.06,-0.023,-0.02
2.548,-0.019,0.04,0.059,-0.011,-0.039,0.05,-0.085,0.064,0.043,0.053,-0.026,-0.02
2.55,-0.015,0.04,0.055,-0.013,-0.035,0.047,-0.085,0.06,0.035,0.045,-0.03,-0.02
2.552,-0.023,0.032,0.055,-0.005,-0.039,0.043,-0.089,0.052,0.027,0.033,-0.034,-0.019
2.554,-0.026,0.026,0.053,0.0,-0.04,0.039,-0.091,0.047,0.02,0.024,-0.038,-0.026
2.556,-0.024,0.023,0.047,0.0,-0.036,0.035,-0.09,0.041,0.009,0.016,-0.044,-0.033
2.558,-0.026,0.019,0.045,0.003,-0.035,0.032,-0.091,0.033,-0.002,0.008,-0.052,-0.036
2.56,-0.03,0.015,0.045,0.007,-0.038,0.03,-0.095,0.03,-0.01,0.0,-0.06,-0.04
2.562,-0.03,0.011,0.041,0.009,-0.035,0.026,-0.099,0.026,-0.018,-0.008,-0.069,-0.044
2.564,-0.033,0.008,0.04,0.013,-0.037,0.023,-0.103,0.019,-0.026,-0.013,-0.072,-0.045
2.566,-0.037,0.001,0.038,0.018,-0.038,0.019,-0.105,0.012,-0.034,-0.018,-0.081,-0.047
2.568,-0.041,-0.006,0.035,0.023,-0.037,0.014,-0.105,0.009,-0.042,-0.027,-0.091,-0.051
2.57,-0.045,-0.01,0.035,0.027,-0.04,0.012,-0.105,0.005,-0.05,-0.035,-0.09,-0.055
2.572,-0.044,-0.014,0.031,0.029,-0.037,0.008,-0.105,-0.003,-0.053,-0.039,-0.088,-0.062
2.574,-0.051,-0.021,0.03,0.036,-0.04,0.004,-0.104,-0.009,-0.063,-0.046,-0.105,-0.074
2.576,-0.057,-0.027,0.03,0.042,-0.044,0.001,-0.107,-0.011,-0.075,-0.054,-0.12,-0.084
2.578,-0.061,-0.031,0.03,0.046,-0.046,0.0,-0.11,-0.017,-0.081,-0.062,-0.12,-0.085
2.58,-0.065,-0.035,0.03,0.05,-0.047,-0.002,-0.11,-0.025,-0.085,-0.07,-0.12,-0.085
2.582,-0.061,-0.035,0.026,0.048,-0.043,-0.005,-0.11,-0.029,-0.097,-0.078,-0.124,-0.097
2.584,-0.059,-0.034,0.025,0.046,-0.041,-0.005,-0.11,-0.033,-0.104,-0.083,-0.128,-0.104
2.586,-0.064,-0.039,0.025,0.051,-0.044,-0.007,-0.11,-0.038,-0.107,-0.088,-0.133,-0.105
2.588,-0.072,-0.047,0.025,0.059,-0.048,-0.011,-0.109,-0.048,-0.111,-0.098,-0.144,-0.104
2.59,-0.075,-0.05,0.025,0.062,-0.05,-0.012,-0.105,-0.06,-0.115,-0.11,-0.16,-0.105
2.592,-0.075,-0.054,0.021,0.064,-0.047,-0.016,-0.105,-0.065,-0.119,-0.115,-0.165,-0.118
2.594,-0.077,-0.058,0.02,0.068,-0.048,-0.019,-0.106,-0.064,-0.124,-0.114,-0.165,-0.12
2.596,-0.083,-0.063,0.02,0.073,-0.051,-0.021,-0.103,-0.069,-0.123,-0.119,-0.165,-0.126
2.598,-0.084,-0.065,0.02,0.074,-0.052,-0.022,-0.1,-0.075,-0.12,-0.125,-0.165,-0.136
2.6,-0.08,-0.06,0.02,0.07,-0.05,-0.02,-0.1,-0.07,-0.12,-0.12,-0.165,-0.13
2.602,-0.08,-0.06,0.02,0.07,-0.05,-0.02,-0.1,-0.066,-0.116,-0.116,-0.165,-0.129
2.604,-0.078,-0.061,0.017,0.069,-0.047,-0.022,-0.097,-0.062,-0.115,-0.112,-0.166,-0.131
2.606,-0.073,-0.058,0.014,0.065,-0.043,-0.021,-0.094,-0.058,-0.113,-0.11,-0.163,-0.128
2.608,-0.07,-0.055,0.015,0.062,-0.042,-0.02,-0.095,-0.054,-0.11,-0.109,-0.16,-0.125
2.61,-0.07,-0.055,0.015,0.062,-0.042,-0.02,-0.095,-0.05,-0.11,-0.105,-0.16,-0.125
2.612,-0.071,-0.055,0.015,0.063,-0.043,-0.02,-0.091,-0.046,-0.106,-0.101,-0.156,-0.125
2.614,-0.064,-0.052,0.012,0.058,-0.038,-0.02,-0.089,-0.042,-0.105,-0.1,-0.155,-0.122
2.616,-0.059,-0.049,0.009,0.054,-0.034,-0.02,-0.091,-0.038,-0.103,-0.099,-0.153,-0.119
2.618,-0.06,-0.05,0.01,0.055,-0.035,-0.02,-0.089,-0.034,-0.1,-0.094,-0.15,-0.12
2.62,-0.06,-0.05,0.01,0.055,-0.035,-0.02,-0.085,-0.03,-0.1,-0.09,-0.15,-0.12
2.622,-0.056,-0.046,0.01,0.051,-0.032,-0.018,-0.085,-0.03,-0.096,-0.09,-0.146,-0.116
2.624,-0.054,-0.044,0.01,0.049,-0.032,-0.017,-0.086,-0.028,-0.095,-0.087,-0.145,-0.114
2.626,-0.056,-0.046,0.01,0.051,-0.032,-0.017,-0.083,-0.022,-0.093,-0.085,-0.143,-0.116
2.628,-0.054,-0.044,0.01,0.049,-0.032,-0.017,-0.08,-0.02,-0.09,-0.084,-0.14,-0.114
2.63,-0.05,-0.04,0.01,0.045,-0.03,-0.015,-0.08,-0.02,-0.09,-0.08,-0.14,-0.11
2.632,-0.05,-0.04,0.01,0.045,-0.03,-0.015,-0.08,-0.016,-0.086,-0.08,-0.136,-0.11
2.634,-0.051,-0.041,0.01,0.046,-0.03,-0.015,-0.077,-0.011,-0.085,-0.077,-0.135,-0.111
2.636,-0.048,-0.038,0.01,0.043,-0.029,-0.014,-0.074,-0.01,-0.082,-0.075,-0.133,-0.108
2.638,-0.044,-0.035,0.01,0.039,-0.026,-0.012,-0.075,-0.009,-0.073,-0.074,-0.13,-0.105
2.64,-0.045,-0.035,0.01,0.04,-0.027,-0.012,-0.075,-0.005,-0.07,-0.065,-0.13,-0.105
2.642,-0.053,-0.035,0.018,0.044,-0.035,-0.008,-0.075,-0.001,-0.067,-0.056,-0.122,-0.105
2.644,-0.056,-0.032,0.024,0.044,-0.04,-0.003,-0.076,0.003,-0.059,-0.052,-0.116,-0.102
2.646,-0.053,-0.029,0.023,0.041,-0.038,-0.003,-0.073,0.005,-0.052,-0.047,-0.114,-0.1
2.648,-0.05,-0.03,0.02,0.04,-0.035,-0.005,-0.07,0.006,-0.049,-0.038,-0.108,-0.1
2.65,-0.05,-0.03,0.02,0.04,-0.035,-0.005,-0.07,0.01,-0.045,-0.03,-0.1,-0.1
2.652,-0.05,-0.03,0.02,0.04,-0.035,-0.005,-0.07,0.014,-0.041,-0.026,-0.096,-0.1
