time,I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
2.914,-0.014,-0.022,-0.008,0.018,-0.003,-0.015,-0.013,-0.029,-0.035,-0.045,-0.055,-0.04
2.916,-0.008,-0.018,-0.01,0.013,0.001,-0.014,-0.016,-0.032,-0.035,-0.045,-0.055,-0.04
2.918,-0.012,-0.022,-0.011,0.017,0.0,-0.017,-0.015,-0.035,-0.034,-0.045,-0.055,-0.04
2.92,-0.02,-0.035,-0.015,0.028,-0.002,-0.025,-0.015,-0.035,-0.03,-0.045,-0.055,-0.04
2.922,-0.025,-0.04,-0.015,0.033,-0.005,-0.027,-0.019,-0.035,-0.03,-0.045,-0.055,-0.04
2.924,-0.021,-0.04,-0.019,0.03,-0.001,-0.029,-0.021,-0.035,-0.03,-0.042,-0.055,-0.037
2.926,-0.023,-0.042,-0.019,0.032,-0.002,-0.03,-0.019,-0.035,-0.03,-0.039,-0.055,-0.034
2.928,-0.022,-0.046,-0.023,0.034,0.001,-0.034,-0.021,-0.035,-0.029,-0.04,-0.055,-0.035
2.93,-0.005,-0.045,-0.04,0.025,0.018,-0.042,-0.025,-0.035,-0.025,-0.04,-0.055,-0.035
2.932,-0.004,-0.041,-0.037,0.023,0.016,-0.038,-0.025,-0.031,-0.025,-0.04,-0.055,-0.035
2.934,-0.005,-0.04,-0.035,0.023,0.015,-0.037,-0.024,-0.03,-0.025,-0.04,-0.055,-0.035
2.936,-0.005,-0.038,-0.033,0.022,0.014,-0.035,-0.027,-0.028,-0.025,-0.04,-0.055,-0.035
2.938,-0.005,-0.034,-0.03,0.02,0.013,-0.032,-0.03,-0.025,-0.025,-0.04,-0.054,-0.035
2.94,-0.005,-0.035,-0.03,0.02,0.013,-0.032,-0.03,-0.025,-0.025,-0.04,-0.05,-0.035
2.942,-0.01,-0.036,-0.026,0.023,0.009,-0.031,-0.03,-0.021,-0.021,-0.04,-0.05,-0.035
2.944,-0.007,-0.032,-0.025,0.02,0.009,-0.028,-0.033,-0.02,-0.02,-0.04,-0.047,-0.032
2.946,-0.007,-0.03,-0.023,0.019,0.008,-0.026,-0.036,-0.018,-0.02,-0.04,-0.045,-0.03
2.948,-0.01,-0.029,-0.02,0.019,0.005,-0.025,-0.035,-0.015,-0.02,-0.04,-0.044,-0.029
2.95,-0.005,-0.025,-0.02,0.015,0.008,-0.022,-0.035,-0.015,-0.02,-0.04,-0.04,-0.025
2.952,-0.009,-0.024,-0.016,0.017,0.004,-0.02,-0.039,-0.011,-0.016,-0.04,-0.04,-0.025
2.954,-0.011,-0.027,-0.016,0.019,0.003,-0.021,-0.04,-0.01,-0.015,-0.04,-0.037,-0.022
2.956,-0.008,-0.02,-0.012,0.015,0.002,-0.015,-0.041,-0.008,-0.015,-0.041,-0.035,-0.02
2.958,-0.004,-0.008,-0.004,0.006,0.0,-0.005,-0.038,-0.005,-0.015,-0.039,-0.034,-0.019
2.96,0.0,0.0,0.0,0.0,0.0,0.0,-0.025,-0.005,-0.015,-0.03,-0.03,-0.015
2.962,0.003,0.012,0.008,-0.008,-0.003,0.009,-0.017,-0.001,-0.016,-0.022,-0.03,-0.015
2.964,0.01,0.023,0.013,-0.017,-0.002,0.018,-0.006,-0.001,-0.01,-0.014,-0.027,-0.012
2.966,0.004,0.023,0.019,-0.014,-0.008,0.021,0.004,0.005,-0.001,-0.006,-0.023,-0.01
2.968,0.004,0.03,0.026,-0.018,-0.012,0.028,0.013,0.018,0.007,0.002,-0.019,-0.009
2.97,0.03,0.06,0.03,-0.045,0.0,0.045,0.025,0.025,0.015,0.01,-0.015,-0.005
2.972,0.031,0.066,0.035,-0.049,-0.002,0.05,0.033,0.033,0.023,0.018,-0.011,-0.005
2.974,0.029,0.062,0.034,-0.046,-0.003,0.048,0.039,0.041,0.031,0.024,-0.007,-0.005
2.976,0.032,0.073,0.041,-0.053,-0.005,0.057,0.04,0.049,0.039,0.025,-0.003,-0.005
2.978,0.035,0.086,0.05,-0.061,-0.008,0.068,0.05,0.057,0.046,0.026,0.001,-0.005
2.98,0.035,0.08,0.045,-0.058,-0.005,0.062,0.07,0.065,0.05,0.03,0.005,-0.005
2.982,0.034,0.079,0.045,-0.057,-0.005,0.062,0.067,0.069,0.054,0.029,0.005,-0.001
2.984,0.039,0.081,0.042,-0.06,-0.002,0.061,0.065,0.073,0.058,0.04,0.008,0.0
2.986,0.038,0.078,0.04,-0.058,-0.001,0.059,0.063,0.077,0.061,0.045,0.01,0.0
2.988,0.035,0.075,0.039,-0.055,-0.003,0.056,0.06,0.08,0.059,0.039,0.011,0.0
2.99,0.04,0.075,0.035,-0.058,0.002,0.055,0.06,0.08,0.055,0.04,0.015,0.0
2.992,0.04,0.075,0.035,-0.058,0.002,0.055,0.056,0.08,0.055,0.036,0.016,0.0
2.994,0.04,0.072,0.032,-0.056,0.004,0.052,0.056,0.08,0.056,0.035,0.012,-0.001
2.996,0.04,0.069,0.029,-0.055,0.005,0.049,0.049,0.079,0.053,0.033,0.01,0.002
2.998,0.04,0.07,0.03,-0.055,0.005,0.05,0.031,0.081,0.049,0.029,0.01,0.005
3.0,0.04,0.07,0.03,-0.055,0.005,0.05,0.015,0.08,0.05,0.03,0.01,0.005
3.002,0.04,0.066,0.026,-0.053,0.007,0.046,-0.001,0.057,0.051,0.031,0.01,0.005
3.004,0.039,0.064,0.025,-0.052,0.007,0.045,-0.014,0.033,0.045,0.027,0.01,0.005
3.006,0.042,0.066,0.023,-0.054,0.009,0.044,-0.026,0.02,0.035,0.025,0.01,0.005
3.008,0.044,0.064,0.02,-0.054,0.012,0.042,-0.047,0.013,0.029,0.024,0.01,0.006
3.01,0.04,0.06,0.02,-0.05,0.01,0.04,-0.07,0.005,0.025,0.02,0.01,0.01
3.012,0.044,0.06,0.016,-0.052,0.014,0.037,-0.067,0.001,0.017,0.02,0.01,0.01
3.014,0.046,0.061,0.015,-0.054,0.015,0.037,-0.064,-0.005,0.008,0.017,0.01,0.01
3.016,0.045,0.058,0.013,-0.052,0.016,0.035,-0.065,-0.015,0.003,0.014,0.01,0.01
3.018,0.045,0.055,0.009,-0.05,0.017,0.032,-0.065,-0.021,-0.001,0.015,0.01,0.01
3.02,0.045,0.055,0.01,-0.05,0.017,0.032,-0.065,-0.025,-0.005,0.015,0.01,0.01
3.022,0.045,0.055,0.01,-0.05,0.017,0.032,-0.061,-0.042,-0.009,0.011,0.01,0.01
3.024,0.045,0.052,0.007,-0.049,0.019,0.029,-0.06,-0.047,-0.01,0.01,0.01,0.007
3.026,0.045,0.048,0.003,-0.047,0.021,0.025,-0.06,-0.044,-0.012,0.01,0.01,0.005
3.028,0.045,0.044,-0.001,-0.044,0.022,0.021,-0.06,-0.045,-0.015,0.01,0.01,0.004
3.03,0.045,0.04,-0.005,-0.042,0.025,0.017,-0.06,-0.045,-0.015,0.01,0.01,0.0
3.032,0.045,0.036,-0.009,-0.041,0.027,0.013,-0.06,-0.045,-0.019,0.006,0.01,0.0
3.034,0.042,0.032,-0.01,-0.037,0.026,0.011,-0.057,-0.045,-0.024,0.005,0.01,-0.003
3.036,0.04,0.028,-0.011,-0.034,0.026,0.008,-0.054,-0.045,-0.025,0.005,0.01,-0.006
3.038,0.039,0.023,-0.016,-0.031,0.027,0.004,-0.055,-0.045,-0.026,0.005,0.01,-0.005
3.04,0.035,0.015,-0.02,-0.025,0.027,-0.002,-0.055,-0.045,-0.03,0.005,0.01,-0.005
3.042,0.035,0.011,-0.024,-0.022,0.029,-0.006,-0.055,-0.045,-0.03,0.005,0.01,-0.009
3.044,0.036,0.007,-0.029,-0.021,0.032,-0.01,-0.056,-0.045,-0.033,0.002,0.01,-0.01
3.046,0.033,0.003,-0.03,-0.018,0.031,-0.013,-0.053,-0.045,-0.036,-0.001,0.011,-0.012
3.048,0.03,-0.001,-0.031,-0.014,0.03,-0.016,-0.05,-0.045,-0.035,0.0,0.009,-0.015
3.05,0.03,-0.005,-0.035,-0.012,0.033,-0.02,-0.05,-0.045,-0.035,0.0,0.0,-0.015
3.052,0.026,-0.009,-0.035,-0.008,0.031,-0.022,-0.05,-0.045,-0.035,0.0,-0.004,-0.019
3.054,0.021,-0.014,-0.035,-0.003,0.028,-0.024,-0.047,-0.045,-0.035,0.001,-0.008,-0.021
3.056,0.02,-0.015,-0.035,-0.002,0.028,-0.025,-0.044,-0.045,-0.035,-0.003,-0.012,-0.02
3.058,0.01,-0.024,-0.035,0.008,0.023,-0.029,-0.045,-0.045,-0.035,-0.012,-0.016,-0.021
3.06,-0.01,-0.045,-0.035,0.028,0.013,-0.04,-0.045,-0.045,-0.035,-0.02,-0.02,-0.025
3.062,-0.007,-0.046,-0.039,0.027,0.017,-0.042,-0.041,-0.045,-0.035,-0.028,-0.024,-0.029
3.064,-0.004,-0.044,-0.04,0.024,0.019,-0.042,-0.039,-0.045,-0.036,-0.036,-0.031,-0.034
3.066,-0.006,-0.046,-0.04,0.026,0.018,-0.042,-0.041,-0.045,-0.033,-0.044,-0.039,-0.035
3.068,-0.004,-0.044,-0.04,0.024,0.018,-0.042,-0.039,-0.045,-0.039,-0.051,-0.047,-0.036
3.07,-0.005,-0.045,-0.04,0.025,0.018,-0.042,-0.035,-0.045,-0.055,-0.055,-0.05,-0.04
3.072,-0.018,-0.058,-0.04,0.038,0.011,-0.049,-0.035,-0.045,-0.052,-0.059,-0.05,-0.044
3.074,-0.016,-0.059,-0.043,0.037,0.014,-0.051,-0.036,-0.045,-0.049,-0.06,-0.053,-0.048
3.076,-0.007,-0.052,-0.046,0.03,0.02,-0.049,-0.033,-0.045,-0.05,-0.06,-0.055,-0.05
3.078,-0.005,-0.049,-0.045,0.027,0.02,-0.047,-0.03,-0.046,-0.05,-0.06,-0.056,-0.05
3.08,0.0,-0.045,-0.045,0.023,0.023,-0.045,-0.03,-0.05,-0.05,-0.06,-0.06,-0.05
3.082,0.007,-0.038,-0.045,0.016,0.026,-0.041,-0.03,-0.05,-0.05,-0.06,-0.06,-0.05
3.084,-0.01,-0.056,-0.046,0.033,0.018,-0.05,-0.027,-0.05,-0.05,-0.06,-0.063,-0.05
3.086,-0.023,-0.066,-0.043,0.045,0.011,-0.054,-0.024,-0.05,-0.05,-0.06,-0.066,-0.05
3.088,-0.011,-0.059,-0.048,0.035,0.019,-0.053,-0.025,-0.05,-0.049,-0.06,-0.065,-0.051
3.09,0.005,-0.06,-0.065,0.028,0.035,-0.062,-0.025,-0.05,-0.045,-0.06,-0.065,-0.055
3.092,0.006,-0.06,-0.066,0.028,0.036,-0.062,-0.021,-0.05,-0.045,-0.06,-0.065,-0.055
3.094,0.005,-0.06,-0.065,0.028,0.035,-0.062,-0.02,-0.05,-0.045,-0.06,-0.065,-0.055
3.096,0.005,-0.06,-0.065,0.028,0.035,-0.062,-0.02,-0.05,-0.045,-0.06,-0.065,-0.055
3.098,0.005,-0.06,-0.065,0.028,0.035,-0.062,-0.02,-0.05,-0.045,-0.06,-0.065,-0.055
3.1,0.005,-0.06,-0.065,0.028,0.035,-0.062,-0.02,-0.05,-0.045,-0.06,-0.065,-0.055
3.102,0.005,-0.06,-0.065,0.028,0.035,-0.062,-0.024,-0.054,-0.045,-0.06,-0.065,-0.055
3.104,0.005,-0.06,-0.065,0.028,0.035,-0.062,-0.025,-0.055,-0.046,-0.06,-0.064,-0.055
3.106,0.005,-0.06,-0.065,0.028,0.035,-0.062,-0.025,-0.055,-0.043,-0.06,-0.067,-0.055
3.108,0.006,-0.059,-0.065,0.027,0.035,-0.062,-0.025,-0.055,-0.04,-0.06,-0.07,-0.055
3.11,0.01,-0.055,-0.065,0.023,0.038,-0.06,-0.025,-0.055,-0.04,-0.06,-0.07,-0.055
3.112,0.01,-0.055,-0.065,0.023,0.038,-0.06,-0.025,-0.055,-0.04,-0.06,-0.07,-0.059
3.114,0.01,-0.055,-0.065,0.023,0.038,-0.06,-0.025,-0.055,-0.04,-0.06,-0.07,-0.06
3.116,0.01,-0.055,-0.065,0.023,0.038,-0.06,-0.025,-0.055,-0.04,-0.06,-0.07,-0.06
3.118,0.01,-0.055,-0.065,0.023,0.038,-0.06,-0.025,-0.055,-0.04,-0.06,-0.07,-0.06
3.12,0.01,-0.055,-0.065,0.023,0.038,-0.06,-0.025,-0.055,-0.04,-0.06,-0.07,-0.06
3.122,0.01,-0.055,-0.065,0.023,0.038,-0.06,-0.025,-0.055,-0.04,-0.06,-0.07,-0.06
3.124,0.01,-0.055,-0.065,0.023,0.038,-0.06,-0.025,-0.055,-0.041,-0.06,-0.07,-0.06
3.126,0.01,-0.055,-0.065,0.023,0.038,-0.06,-0.023,-0.055,-0.036,-0.059,-0.07,-0.06
3.128,0.011,-0.054,-0.065,0.022,0.038,-0.06,-0.019,-0.054,-0.029,-0.054,-0.071,-0.06
3.13,0.01,-0.055,-0.065,0.023,0.038,-0.06,-0.015,-0.055,-0.025,-0.05,-0.075,-0.06
3.132,-0.006,-0.072,-0.066,0.039,0.03,-0.069,-0.01,-0.059,-0.016,-0.05,-0.079,-0.059
3.134,-0.016,-0.078,-0.062,0.047,0.023,-0.07,-0.014,-0.021,-0.017,-0.048,-0.084,-0.065
3.136,-0.013,-0.088,-0.075,0.051,0.032,-0.081,0.004,0.025,0.011,-0.042,-0.084,-0.074
3.138,-0.01,-0.11,-0.1,0.061,0.045,-0.105,0.045,0.078,0.068,-0.04,-0.087,-0.091
3.14,-0.01,-0.13,-0.12,0.07,0.055,-0.125,0.075,0.17,0.115,-0.04,-0.105,-0.12
3.142,0.007,-0.152,-0.159,0.073,0.084,-0.156,0.101,0.256,0.178,-0.024,-0.131,-0.145
3.144,0.007,-0.153,-0.16,0.073,0.084,-0.156,0.144,0.363,0.286,-0.012,-0.139,-0.161
3.146,-0.006,-0.15,-0.145,0.078,0.07,-0.147,0.196,0.491,0.413,0.022,-0.158,-0.183
3.148,-0.001,-0.138,-0.137,0.07,0.069,-0.137,0.247,0.641,0.554,0.078,-0.165,-0.193
3.15,0.025,-0.1,-0.125,0.038,0.075,-0.112,0.29,0.805,0.71,0.13,-0.125,-0.17
3.152,0.046,-0.072,-0.118,0.013,0.082,-0.094,0.311,0.912,0.79,0.2,-0.097,-0.159
3.154,0.099,-0.002,-0.1,-0.048,0.1,-0.051,0.283,0.882,0.772,0.285,-0.015,-0.093
3.156,0.188,0.106,-0.082,-0.147,0.135,0.012,0.175,0.674,0.671,0.392,0.158,0.035
3.158,0.281,0.217,-0.064,-0.249,0.173,0.076,0.022,0.37,0.519,0.517,0.381,0.189
3.16,0.365,0.33,-0.035,-0.347,0.2,0.147,-0.125,0.09,0.375,0.65,0.6,0.345
3.162,0.47,0.462,-0.008,-0.466,0.238,0.227,-0.28,-0.149,0.309,0.788,0.82,0.504
3.164,0.557,0.583,0.025,-0.57,0.266,0.304,-0.396,-0.287,0.241,0.941,1.041,0.667
3.166,0.618,0.67,0.051,-0.644,0.284,0.361,-0.45,-0.308,0.227,1.099,1.256,0.82
3.168,0.675,0.773,0.097,-0.724,0.289,0.435,-0.505,-0.316,0.258,1.261,1.47,0.977
3.17,0.72,0.925,0.205,-0.823,0.257,0.565,-0.61,-0.445,0.21,1.425,1.69,1.16
3.172,0.689,1.047,0.358,-0.869,0.165,0.703,-0.688,-0.702,0.051,1.555,1.875,1.338
3.174,0.592,1.152,0.559,-0.872,0.016,0.855,-0.72,-0.985,-0.234,1.561,1.943,1.462
3.176,0.45,1.161,0.712,-0.805,-0.131,0.936,-0.727,-1.215,-0.527,1.513,1.948,1.541
3.178,0.346,1.096,0.75,-0.721,-0.202,0.923,-0.723,-1.374,-0.734,1.501,1.985,1.607
3.18,0.35,1.045,0.695,-0.698,-0.173,0.87,-0.725,-1.485,-0.87,1.49,2.04,1.64
3.182,0.375,0.948,0.573,-0.662,-0.099,0.76,-0.764,-1.575,-0.97,1.376,2.008,1.577
3.184,0.385,0.799,0.414,-0.592,-0.015,0.606,-0.797,-1.616,-1.044,1.187,1.877,1.524
3.186,0.351,0.613,0.263,-0.483,0.044,0.438,-0.794,-1.648,-1.17,0.83,1.597,1.394
3.188,0.274,0.39,0.116,-0.332,0.079,0.252,-0.777,-1.653,-1.348,0.22,1.124,1.124
3.19,0.19,0.155,-0.035,-0.172,0.112,0.06,-0.765,-1.595,-1.48,-0.475,0.575,0.82
3.192,0.125,0.003,-0.122,-0.064,0.123,-0.059,-0.729,-1.55,-1.511,-0.857,0.233,0.606
3.194,0.098,-0.065,-0.162,-0.016,0.131,-0.113,-0.699,-1.46,-1.426,-0.867,0.07,0.461
3.196,0.062,-0.106,-0.169,0.022,0.116,-0.137,-0.634,-1.292,-1.262,-0.782,-0.01,0.34
3.198,0.025,-0.132,-0.157,0.054,0.091,-0.145,-0.53,-1.091,-1.072,-0.718,-0.07,0.229
3.2,0.025,-0.125,-0.15,0.05,0.088,-0.137,-0.44,-0.905,-0.89,-0.605,-0.135,0.14
3.202,0.017,-0.125,-0.142,0.054,0.08,-0.133,-0.366,-0.73,-0.731,-0.527,-0.189,0.076
3.204,0.012,-0.122,-0.134,0.055,0.073,-0.128,-0.307,-0.586,-0.595,-0.455,-0.188,0.01
3.206,0.006,-0.12,-0.125,0.057,0.065,-0.123,-0.252,-0.468,-0.48,-0.389,-0.165,-0.026
3.208,0.0,-0.119,-0.119,0.06,0.059,-0.119,-0.197,-0.366,-0.381,-0.33,-0.151,-0.032
3.21,0.0,-0.115,-0.115,0.058,0.058,-0.115,-0.145,-0.28,-0.295,-0.27,-0.135,-0.04
3.212,-0.012,-0.115,-0.103,0.064,0.046,-0.109,-0.095,-0.205,-0.234,-0.222,-0.122,-0.04
3.214,-0.019,-0.112,-0.093,0.065,0.038,-0.102,-0.063,-0.153,-0.173,-0.17,-0.116,-0.04
3.216,-0.023,-0.11,-0.087,0.067,0.032,-0.098,-0.035,-0.103,-0.123,-0.141,-0.115,-0.04
3.218,-0.032,-0.109,-0.077,0.071,0.023,-0.093,-0.011,-0.064,-0.084,-0.14,-0.115,-0.039
3.22,-0.04,-0.105,-0.065,0.073,0.013,-0.085,-0.005,-0.06,-0.045,-0.135,-0.115,-0.04
3.222,-0.048,-0.105,-0.057,0.077,0.005,-0.081,-0.001,-0.057,-0.039,-0.131,-0.115,-0.052
3.224,-0.053,-0.102,-0.049,0.078,-0.002,-0.075,0.003,-0.049,-0.038,-0.124,-0.115,-0.06
3.226,-0.058,-0.1,-0.042,0.079,-0.008,-0.071,0.009,-0.043,-0.033,-0.117,-0.115,-0.06
3.228,-0.06,-0.099,-0.04,0.079,-0.01,-0.07,0.017,-0.038,-0.029,-0.114,-0.115,-0.061
3.23,-0.055,-0.095,-0.04,0.075,-0.007,-0.067,0.02,-0.03,-0.025,-0.11,-0.115,-0.065
3.232,-0.054,-0.094,-0.04,0.074,-0.007,-0.067,0.023,-0.026,-0.02,-0.106,-0.111,-0.064
3.234,-0.058,-0.098,-0.04,0.078,-0.009,-0.069,0.032,-0.019,-0.021,-0.105,-0.11,-0.07
3.236,-0.06,-0.1,-0.04,0.08,-0.01,-0.071,0.036,-0.013,-0.017,-0.103,-0.11,-0.078
3.238,-0.061,-0.1,-0.039,0.08,-0.011,-0.069,0.044,-0.008,-0.008,-0.099,-0.11,-0.079
3.24,-0.065,-0.1,-0.035,0.083,-0.015,-0.067,0.06,0.0,-0.005,-0.1,-0.11,-0.075
3.242,-0.065,-0.1,-0.035,0.083,-0.015,-0.067,0.057,0.004,-0.001,-0.101,-0.11,-0.075
3.244,-0.065,-0.1,-0.035,0.083,-0.015,-0.067,0.054,0.011,0.003,-0.097,-0.11,-0.075
3.246,-0.065,-0.1,-0.035,0.083,-0.015,-0.067,0.055,0.017,0.007,-0.095,-0.11,-0.075
3.248,-0.064,-0.099,-0.035,0.082,-0.015,-0.067,0.055,0.021,0.011,-0.094,-0.109,-0.075
3.25,-0.06,-0.095,-0.035,0.078,-0.012,-0.065,0.055,0.025,0.015,-0.09,-0.105,-0.075
3.252,-0.059,-0.095,-0.035,0.078,-0.011,-0.065,0.055,0.025,0.019,-0.09,-0.105,-0.075
3.254,-0.063,-0.095,-0.032,0.079,-0.015,-0.063,0.055,0.025,0.023,-0.091,-0.105,-0.075
3.256,-0.066,-0.095,-0.029,0.081,-0.018,-0.062,0.055,0.025,0.027,-0.088,-0.105,-0.075
3.258,-0.064,-0.094,-0.03,0.079,-0.017,-0.062,0.054,0.026,0.031,-0.085,-0.105,-0.075
3.26,-0.06,-0.09,-0.03,0.075,-0.015,-0.06,0.05,0.03,0.035,-0.085,-0.105,-0.075
3.262,-0.06,-0.09,-0.03,0.075,-0.015,-0.06,0.05,0.034,0.039,-0.081,-0.105,-0.075
3.264,-0.059,-0.09,-0.031,0.075,-0.014,-0.06,0.05,0.038,0.043,-0.079,-0.105,-0.075
3.266,-0.062,-0.09,-0.028,0.077,-0.017,-0.059,0.05,0.041,0.047,-0.081,-0.105,-0.075
3.268,-0.065,-0.089,-0.025,0.077,-0.02,-0.056,0.05,0.04,0.05,-0.079,-0.104,-0.075
3.27,-0.06,-0.085,-0.025,0.073,-0.017,-0.055,0.05,0.04,0.05,-0.075,-0.1,-0.075
3.272,-0.06,-0.085,-0.025,0.073,-0.017,-0.055,0.05,0.044,0.05,-0.075,-0.1,-0.075
3.274,-0.06,-0.085,-0.025,0.073,-0.017,-0.055,0.051,0.046,0.053,-0.076,-0.1,-0.075
3.276,-0.06,-0.085,-0.025,0.073,-0.017,-0.055,0.048,0.043,0.056,-0.073,-0.1,-0.075
3.278,-0.06,-0.085,-0.025,0.073,-0.017,-0.055,0.045,0.049,0.055,-0.07,-0.1,-0.075
3.28,-0.06,-0.085,-0.025,0.073,-0.017,-0.055,0.045,0.07,0.055,-0.07,-0.1,-0.075
3.282,-0.06,-0.081,-0.021,0.07,-0.019,-0.051,0.045,0.075,0.059,-0.07,-0.1,-0.075
3.284,-0.06,-0.08,-0.02,0.07,-0.02,-0.05,0.045,0.075,0.06,-0.07,-0.1,-0.075
3.286,-0.06,-0.08,-0.02,0.07,-0.02,-0.05,0.045,0.075,0.06,-0.07,-0.1,-0.075
3.288,-0.06,-0.08,-0.02,0.07,-0.02,-0.05,0.045,0.075,0.06,-0.069,-0.1,-0.075
3.29,-0.06,-0.08,-0.02,0.07,-0.02,-0.05,0.045,0.075,0.06,-0.065,-0.1,-0.075
3.292,-0.055,-0.076,-0.02,0.066,-0.017,-0.048,0.045,0.075,0.06,-0.065,-0.1,-0.075
3.294,-0.058,-0.075,-0.017,0.066,-0.02,-0.046,0.044,0.075,0.06,-0.065,-0.1,-0.075
3.296,-0.061,-0.075,-0.014,0.068,-0.023,-0.045,0.047,0.075,0.06,-0.065,-0.1,-0.075
3.298,-0.06,-0.075,-0.015,0.068,-0.022,-0.045,0.05,0.075,0.061,-0.065,-0.1,-0.075
3.3,-0.06,-0.075,-0.015,0.068,-0.022,-0.045,0.05,0.075,0.065,-0.065,-0.1,-0.075
3.302,-0.06,-0.075,-0.015,0.068,-0.022,-0.045,0.05,0.075,0.065,-0.065,-0.1,-0.075
3.304,-0.057,-0.072,-0.015,0.065,-0.021,-0.043,0.05,0.075,0.065,-0.062,-0.1,-0.075
3.306,-0.054,-0.069,-0.015,0.062,-0.019,-0.042,0.05,0.075,0.065,-0.059,-0.1,-0.075
3.308,-0.056,-0.07,-0.014,0.063,-0.021,-0.042,0.05,0.075,0.065,-0.06,-0.1,-0.075
3.31,-0.06,-0.07,-0.01,0.065,-0.025,-0.04,0.05,0.075,0.065,-0.06,-0.1,-0.075
3.312,-0.06,-0.07,-0.01,0.065,-0.025,-0.04,0.054,0.075,0.065,-0.06,-0.1,-0.075
3.314,-0.06,-0.07,-0.01,0.065,-0.025,-0.04,0.054,0.075,0.064,-0.061,-0.1,-0.075
3.316,-0.06,-0.07,-0.01,0.065,-0.025,-0.04,0.058,0.076,0.067,-0.058,-0.1,-0.075
3.318,-0.06,-0.07,-0.01,0.065,-0.025,-0.04,0.067,0.083,0.07,-0.055,-0.1,-0.075
3.32,-0.06,-0.07,-0.01,0.065,-0.025,-0.04,0.07,0.095,0.07,-0.055,-0.1,-0.075
3.322,-0.064,-0.07,-0.006,0.068,-0.029,-0.037,0.07,0.1,0.074,-0.055,-0.1,-0.075
3.324,-0.065,-0.07,-0.005,0.068,-0.03,-0.037,0.07,0.1,0.075,-0.055,-0.097,-0.075
3.326,-0.065,-0.07,-0.005,0.068,-0.03,-0.037,0.07,0.1,0.076,-0.055,-0.094,-0.075
3.328,-0.065,-0.07,-0.005,0.068,-0.03,-0.037,0.07,0.1,0.081,-0.055,-0.095,-0.075
3.33,-0.065,-0.07,-0.005,0.068,-0.03,-0.037,0.07,0.1,0.085,-0.055,-0.095,-0.075
3.332,-0.065,-0.07,-0.005,0.068,-0.03,-0.037,0.07,0.1,0.089,-0.051,-0.095,-0.075
3.334,-0.066,-0.07,-0.004,0.068,-0.031,-0.037,0.07,0.1,0.09,-0.049,-0.095,-0.075
3.336,-0.063,-0.07,-0.007,0.067,-0.028,-0.038,0.07,0.102,0.092,-0.051,-0.095,-0.075
3.338,-0.06,-0.07,-0.01,0.065,-0.025,-0.04,0.07,0.106,0.095,-0.049,-0.095,-0.075
3.34,-0.06,-0.07,-0.01,0.065,-0.025,-0.04,0.07,0.11,0.095,-0.045,-0.095,-0.075
3.342,-0.056,-0.07,-0.014,0.063,-0.021,-0.042,0.07,0.114,0.099,-0.045,-0.095,-0.075
3.344,-0.055,-0.07,-0.015,0.063,-0.02,-0.042,0.07,0.115,0.104,-0.045,-0.095,-0.075
3.346,-0.053,-0.07,-0.017,0.062,-0.018,-0.043,0.07,0.117,0.105,-0.045,-0.095,-0.075
3.348,-0.049,-0.07,-0.021,0.06,-0.014,-0.045,0.07,0.12,0.106,-0.044,-0.095,-0.076
3.35,-0.05,-0.07,-0.02,0.06,-0.015,-0.045,0.07,0.12,0.11,-0.04,-0.095,-0.08
3.352,-0.054,-0.07,-0.016,0.063,-0.019,-0.042,0.07,0.124,0.11,-0.04,-0.095,-0.08
3.354,-0.055,-0.07,-0.015,0.063,-0.02,-0.042,0.07,0.125,0.113,-0.04,-0.095,-0.079
3.356,-0.055,-0.07,-0.015,0.063,-0.02,-0.042,0.072,0.127,0.117,-0.04,-0.095,-0.082
3.358,-0.054,-0.069,-0.015,0.062,-0.019,-0.042,0.076,0.13,0.121,-0.039,-0.095,-0.085
3.36,-0.05,-0.065,-0.015,0.058,-0.017,-0.04,0.08,0.13,0.125,-0.035,-0.095,-0.085
3.362,-0.054,-0.065,-0.011,0.059,-0.021,-0.037,0.084,0.134,0.129,-0.035,-0.095,-0.085
3.364,-0.055,-0.065,-0.01,0.06,-0.022,-0.037,0.085,0.139,0.134,-0.036,-0.095,-0.082
3.366,-0.055,-0.065,-0.01,0.06,-0.022,-0.037,0.085,0.14,0.135,-0.033,-0.095,-0.079
3.368,-0.054,-0.064,-0.01,0.059,-0.021,-0.037,0.085,0.14,0.136,-0.03,-0.095,-0.08
3.37,-0.05,-0.06,-0.01,0.055,-0.02,-0.035,0.085,0.14,0.14,-0.03,-0.095,-0.08
3.372,-0.054,-0.06,-0.006,0.057,-0.024,-0.032,0.085,0.144,0.14,-0.03,-0.095,-0.08
3.374,-0.056,-0.06,-0.005,0.058,-0.026,-0.032,0.085,0.146,0.143,-0.031,-0.095,-0.08
3.376,-0.055,-0.06,-0.005,0.058,-0.025,-0.032,0.086,0.144,0.145,-0.028,-0.095,-0.08
3.378,-0.055,-0.06,-0.005,0.058,-0.025,-0.032,0.092,0.147,0.146,-0.025,-0.094,-0.08
3.38,-0.055,-0.06,-0.005,0.058,-0.025,-0.032,0.1,0.155,0.15,-0.025,-0.09,-0.08
